date,symbol,side,qty,price,reason
2016-06-01,XLK,SELL,725.5671,44.031192915344235,rebalance
2016-06-01,XLP,SELL,33.0269,52.689460762786865,rebalance
2016-07-01,DIA,SELL,188.7787,178.74424277954103,rebalance
2016-07-01,XLI,SELL,520.5194,56.018792779541016,rebalance
2016-07-01,QQQ,BUY,214.6292,107.51149586334228,rebalance
2016-07-01,XLK,BUY,568.6999,43.40868152618408,rebalance
2016-07-01,XLP,BUY,129.8433,55.26105,rebalance
2016-07-01,XLU,BUY,183.087,52.770550321197504,rebalance
2016-08-01,XLK,BUY,161.8627,46.45929076309204,rebalance
2016-08-01,XLU,BUY,0.749,52.000399678802495,rebalance
2016-08-01,XLI,BUY,495.279,57.94158630523681,rebalance
2016-08-01,XLP,BUY,0.0373,54.670931847381596,rebalance
2016-08-01,XLP,SELL,51.0858,54.64906784744262,rebalance
2016-08-01,XLU,SELL,299.662,51.9796036781311,rebalance
2016-08-01,QQQ,SELL,214.4803,115.28693555908202,rebalance
2016-09-01,QQQ,SELL,0.1488,116.4567073562622,rebalance
2016-09-01,XLU,SELL,120.1102,49.09017847442627,rebalance
2016-09-01,XLB,BUY,478.3432,48.71974108428955,rebalance
2016-09-01,XLI,BUY,121.4887,58.701736626434325,rebalance
2016-09-01,XLK,BUY,81.8912,46.98939554214478,rebalance
2016-09-01,XLU,BUY,0.3178,49.10981847381592,rebalance
2016-10-03,XLK,BUY,0.3353,47.65953152618408,rebalance
2016-10-03,XLI,BUY,0.2274,58.211640763092035,rebalance
2016-10-03,XLB,BUY,176.2472,47.789554779052736,rebalance
2016-10-03,XLP,BUY,0.0692,53.13062293167114,rebalance
2016-10-03,XLK,SELL,122.9646,47.64047152557373,rebalance
2016-10-03,XLI,SELL,73.5891,58.18836076278687,rebalance
2016-10-03,QQQ,SELL,0.0001,118.54628569488526,rebalance
2016-10-03,XLP,SELL,40.8881,53.10937493209839,rebalance
2016-11-01,XLE,BUY,329.8896,69.14382325286866,rebalance
2016-11-01,QQQ,BUY,273.9617,117.21344044189453,rebalance
2016-11-01,XLI,BUY,67.8333,57.271450321197506,rebalance
2016-11-01,XLP,SELL,600.5464,52.78943923721313,rebalance
2016-11-01,XLB,SELL,138.7833,46.84062847442627,rebalance
2016-11-01,XLU,SELL,329.2398,49.28014291534424,rebalance
2016-12-01,QQQ,SELL,274.0549,117.43650708465577,rebalance
2016-12-01,XLE,SELL,323.8844,75.79483555908203,rebalance
2016-12-01,XLI,SELL,62.3696,62.517492779541016,rebalance
2016-12-01,XLK,SELL,12.2378,47.43051062698365,rebalance
2016-12-01,XLB,BUY,271.5786,50.120022610473626,rebalance
2016-12-01,XLK,BUY,0.0153,47.44948662643432,rebalance
2016-12-01,XLP,BUY,636.0037,50.40007738952637,rebalance
2017-01-03,XLE,BUY,433.8639,76.12522261047363,rebalance
2017-01-03,XLF,BUY,1170.4688,23.614722610473635,rebalance
2017-01-03,XLP,SELL,635.512,51.73965,rebalance
2017-01-03,XLB,SELL,66.7036,49.82003583068848,rebalance
2017-01-03,XLK,SELL,673.286,48.66026416931152,rebalance
2017-01-03,IWM,BUY,190.8568,136.5173034942627,rebalance
2017-02-01,XLB,SELL,104.0778,51.929610626983646,rebalance
2017-02-01,XLE,SELL,6.4894,73.27534291534423,rebalance
2017-02-01,XLF,SELL,6.4633,23.48530177116394,rebalance
2017-02-01,XLK,SELL,4.2767,50.529892915344234,rebalance
2017-02-01,XLP,SELL,0.494,52.32953215255738,rebalance
2017-02-01,IWM,BUY,20.9133,136.24724522094726,rebalance
2017-02-01,XLB,BUY,0.04,51.95038662643432,rebalance
2017-03-01,IWM,SELL,14.3172,139.62206389770506,rebalance
2017-03-01,XLE,SELL,84.1188,72.02559291534425,rebalance
2017-03-01,XLF,SELL,43.0099,25.004998228836058,rebalance
2017-03-01,XLK,SELL,0.039,52.65946416931152,rebalance
2017-03-01,XLB,BUY,181.3893,52.74054554214477,rebalance
2017-04-03,DIA,BUY,205.6026,206.56130827331543,rebalance
2017-04-03,XLI,SELL,65.8698,65.07697833862304,rebalance
2017-04-03,XLF,SELL,191.8355,23.76524645767212,rebalance
2017-04-03,XLB,SELL,797.7291,52.419514305114745,rebalance
2017-04-03,IWM,SELL,33.7893,137.94240722045896,rebalance
2017-04-03,XLE,SELL,348.7121,69.99600013580323,rebalance
2017-05-01,DIA,SELL,205.2002,209.44810749206545,rebalance
2017-05-01,XLB,SELL,0.303,53.30933569488525,rebalance
2017-05-01,XLE,SELL,0.5489,67.80643569488527,rebalance
2017-05-01,XLF,SELL,33.8452,23.64526961860657,rebalance
2017-05-01,IWM,BUY,11.1584,139.66792738952637,rebalance
2017-05-01,QQQ,BUY,308.3942,136.46729044189453,rebalance
2017-05-01,XLI,BUY,6.4,66.49329935760497,rebalance
2017-06-01,XLI,BUY,71.8235,67.71353694763184,rebalance
2017-06-01,XLB,SELL,0.0015,53.03938923721313,rebalance
2017-06-01,XLF,BUY,280.8598,23.384675160598754,rebalance
2017-06-01,IWM,BUY,53.7708,136.74734522094724,rebalance
2017-06-01,DIA,SELL,0.4018,210.22795027160646,rebalance
2017-06-01,QQQ,SELL,65.8582,141.55168583068848,rebalance
2017-07-03,DIA,SELL,0.0005,213.90720694885255,rebalance
2017-07-03,QQQ,SELL,59.2544,138.24235027160643,rebalance
2017-07-03,IWM,BUY,39.6816,141.36826433715822,rebalance
2017-07-03,XLF,BUY,186.0643,24.814961465835573,rebalance
2017-07-03,XLI,BUY,56.6541,68.43368216857911,rebalance
2017-08-01,IWM,SELL,61.5264,142.14156416931155,rebalance
2017-08-01,XLF,SELL,119.5966,25.254948228836057,rebalance
2017-08-01,QQQ,BUY,34.9842,143.74874522094728,rebalance
2017-08-01,XLI,BUY,10.7282,68.38367674713135,rebalance
2017-09-01,XLF,BUY,94.8251,24.73494554214478,rebalance
2017-09-01,XLI,SELL,114.7728,68.59627861022949,rebalance
2017-09-01,DIA,BUY,200.1957,220.17403088378904,rebalance
2017-09-01,IWM,SELL,206.3787,139.95199972839356,rebalance
2017-09-01,QQQ,SELL,36.9903,146.3607213897705,rebalance
2017-10-02,DIA,SELL,0.9065,224.145164440918,rebalance
2017-10-02,IWM,SELL,0.3689,148.280335559082,rebalance
2017-10-02,XLF,SELL,552.5809,25.804837466049193,rebalance
2017-10-02,QQQ,BUY,35.0388,145.69913216857913,rebalance
2017-10-02,XLF,BUY,1.0702,25.815161465835573,rebalance
2017-10-02,XLI,BUY,114.2401,70.98419522094727,rebalance
2017-11-01,IWM,SELL,0.0003,150.4699,rebalance
2017-11-01,QQQ,SELL,45.5413,152.72944250793455,rebalance
2017-11-01,XLI,SELL,61.9392,71.73564999999999,rebalance
2017-11-01,DIA,BUY,0.4116,234.64692610473634,rebalance
2017-11-01,XLF,BUY,488.2192,26.71534108428955,rebalance
2017-12-01,XLB,BUY,668.3754,59.681932168579095,rebalance
2017-12-01,QQQ,BUY,61.2338,154.23083694763181,rebalance
2017-12-01,XLI,SELL,567.3095,74.36512125396729,rebalance
2017-12-01,XLF,SELL,236.7384,27.554487466049196,rebalance
2017-12-01,DIA,SELL,12.9666,243.09137138977053,rebalance
2017-12-01,IWM,SELL,0.0001,152.98940027160643,rebalance
2018-01-02,XLB,SELL,110.8249,60.837828474426274,rebalance
2018-01-02,DIA,BUY,13.1541,248.3896643371582,rebalance
2018-01-02,QQQ,BUY,8.4092,156.59130955810548,rebalance
2018-01-02,XLF,BUY,6.9198,28.095618152618407,rebalance
2018-02-01,DIA,SELL,41.6994,259.8980222045899,rebalance
2018-02-01,QQQ,SELL,13.2686,168.06638610229493,rebalance
2018-02-01,XLF,SELL,1046.4686,29.674064305114747,rebalance
2018-02-01,DIA,BUY,0.2389,260.0020022094726,rebalance
2018-02-01,QQQ,BUY,0.1025,168.13362610473632,rebalance
2018-02-01,XLB,BUY,39.4844,62.52250032119751,rebalance
2018-02-01,XLI,BUY,508.7176,79.23584522094725,rebalance
2018-03-01,XLV,BUY,487.8842,84.00679586334229,rebalance
2018-03-01,XLK,BUY,479.0093,68.3436678314209,rebalance
2018-03-01,XLI,SELL,508.5185,76.66466430511474,rebalance
2018-03-01,QQQ,SELL,16.9355,167.26654305114744,rebalance
2018-03-01,XLB,SELL,597.3354,59.58807847442627,rebalance
2018-03-01,DIA,SELL,15.8998,250.1599647125244,rebalance
2018-04-02,QQQ,SELL,12.2702,158.9582074920654,rebalance
2018-04-02,XLI,SELL,0.1996,74.05518569488527,rebalance
2018-04-02,XLV,SELL,489.9306,81.04378555908204,rebalance
2018-04-02,DIA,BUY,28.7476,240.37806783142088,rebalance
2018-04-02,QQQ,BUY,0.0879,159.0218034942627,rebalance
2018-04-02,XLF,BUY,1214.0902,27.57551369476318,rebalance
2018-04-02,XLK,BUY,11.8208,65.17303566284178,rebalance
2018-05-01,XLK,BUY,13.3562,65.38307674713135,rebalance
2018-05-01,XLF,BUY,206.4875,27.39547738952637,rebalance
2018-05-01,QQQ,BUY,0.0107,160.5521082733154,rebalance
2018-05-01,QQQ,SELL,4.1275,160.48790027160646,rebalance
2018-05-01,DIA,SELL,10.0884,240.64186444091797,rebalance
2018-05-01,DIA,BUY,0.0355,240.73814044189453,rebalance
2018-06-01,DIA,SELL,17.4529,246.0907713897705,rebalance
2018-06-01,XLF,SELL,514.0733,27.504498228836063,rebalance
2018-06-01,QQQ,BUY,39.4472,170.9541821685791,rebalance
2018-06-01,XLK,BUY,50.6206,70.38407674713136,rebalance
2018-07-02,QQQ,SELL,44.3708,170.0059852874756,rebalance
2018-07-02,XLK,SELL,72.9904,68.85622874603271,rebalance
2018-07-02,DIA,BUY,26.6077,240.96818216857912,rebalance
2018-07-02,IWM,BUY,228.2999,162.79254650573728,rebalance
2018-07-02,QQQ,BUY,0.4199,170.07400128479003,rebalance
2018-07-02,XLK,BUY,0.6357,68.88377674713135,rebalance
2018-08-01,XLE,BUY,474.5689,76.46528694763182,rebalance
2018-08-01,IWM,BUY,16.4287,165.73313694763186,rebalance
2018-08-01,XLK,SELL,38.1925,71.41571430511473,rebalance
2018-08-01,XLF,SELL,900.7038,28.124373160934447,rebalance
2018-08-01,DIA,SELL,170.5587,253.84921389770506,rebalance
2018-08-01,QQQ,SELL,11.4102,176.82462861022947,rebalance
2018-09-04,IWM,SELL,16.9043,172.75543528747556,rebalance
2018-09-04,XLE,SELL,472.4112,74.765042779541,rebalance
2018-09-04,XLF,SELL,5.8129,28.26434645767212,rebalance
2018-09-04,DIA,BUY,145.23,259.2718452209473,rebalance
2018-09-04,IWM,BUY,0.0224,172.82455128479006,rebalance
2018-09-04,QQQ,BUY,28.7443,186.11721783142087,rebalance
2018-09-04,XLK,BUY,129.7223,75.26505,rebalance
2018-10-01,IWM,BUY,59.8602,169.32385128479007,rebalance
2018-10-01,DIA,SELL,144.3021,266.04678610229496,rebalance
2018-10-01,QQQ,SELL,19.5312,186.83262111816407,rebalance
2018-10-01,XLK,SELL,105.2656,75.79483555908203,rebalance
2018-10-01,XLE,BUY,461.7542,76.03520064239501,rebalance
2018-11-01,DIA,BUY,176.779,252.20042389526367,rebalance
2018-11-01,XLV,BUY,487.592,89.0178,rebalance
2018-11-01,XLK,SELL,71.7573,69.38612152557374,rebalance
2018-11-01,XLE,SELL,462.9468,67.28654305114745,rebalance
2018-11-01,QQQ,SELL,23.7982,170.03599332275388,rebalance
2018-11-01,IWM,SELL,286.0671,150.8598213897705,rebalance
2018-12-03,DIA,SELL,10.533,260.1179794250488,rebalance
2018-12-03,IWM,SELL,1.621,154.3591213897705,rebalance
2018-12-03,XLE,SELL,0.9435,67.6064787460327,rebalance
2018-12-03,XLV,SELL,15.7551,95.79083555908204,rebalance
2018-12-03,QQQ,BUY,16.7784,173.14462261047362,rebalance
2018-12-03,XLK,BUY,5.5702,69.65392738952636,rebalance
2018-12-03,XLV,BUY,0.0097,95.82915955810546,rebalance
2019-01-02,XLV,BUY,0.4019,85.19703630523682,rebalance
2019-01-02,QQQ,BUY,16.4173,151.02020349426272,rebalance
2019-01-02,DIA,BUY,0.0719,229.31585827331543,rebalance
2019-01-02,XLK,BUY,82.403,60.72214108428955,rebalance
2019-01-02,XLE,SELL,0.0219,56.428710626983644,rebalance
2019-01-02,IWM,SELL,0.019,132.1435641693115,rebalance
2019-01-02,XLV,SELL,25.753,85.16296430511474,rebalance
2019-01-02,DIA,SELL,4.2008,229.22415027160645,rebalance
2019-02-01,XLU,BUY,826.729,54.54090477905274,rebalance
2019-02-01,QQQ,BUY,0.1144,167.3634678314209,rebalance
2019-02-01,XLV,BUY,17.2433,90.79815477905274,rebalance
2019-02-01,QQQ,SELL,23.0742,167.29653583068847,rebalance
2019-02-01,DIA,SELL,162.6872,250.61986416931154,rebalance
2019-02-01,XLK,SELL,106.6672,66.29673555908204,rebalance
2019-03-01,DIA,SELL,0.3552,261.097763897705,rebalance
2019-03-01,XLK,SELL,375.2994,71.40571416931152,rebalance
2019-03-01,XLU,SELL,140.5113,57.01859277954101,rebalance
2019-03-01,XLV,SELL,86.7382,92.201557220459,rebalance
2019-03-01,QQQ,BUY,28.1015,174.47489044189456,rebalance
2019-03-01,XLRE,BUY,1192.0307,34.776954457855226,rebalance
2019-04-01,XLRE,BUY,22.3182,36.27725445785522,rebalance
2019-04-01,XLU,BUY,126.1181,58.1816321685791,rebalance
2019-04-01,XLK,BUY,369.6907,74.73494522094725,rebalance
2019-04-01,QQQ,SELL,199.7963,181.47369250793457,rebalance
2019-04-01,DIA,SELL,0.0025,261.1777649841308,rebalance
2019-04-01,XLV,SELL,15.9274,92.29153555908204,rebalance
2019-05-01,XLRE,SELL,599.1269,36.05278937301635,rebalance
2019-05-01,XLU,SELL,257.0968,58.52829291534424,rebalance
2019-05-01,XLV,SELL,360.5884,89.36212125396727,rebalance
2019-05-01,QQQ,BUY,247.0529,190.81815477905275,rebalance
2019-05-01,XLK,BUY,228.8894,79.51589999999999,rebalance
2019-05-01,XLU,BUY,0.7463,58.55170891571045,rebalance
2019-06-03,XLRE,BUY,595.0086,36.60731847381592,rebalance
2019-06-03,XLP,BUY,822.3077,55.70113662643432,rebalance
2019-06-03,XLV,SELL,0.4843,87.3425286102295,rebalance
2019-06-03,QQQ,BUY,0.2309,173.5146917266846,rebalance
2019-06-03,XLK,SELL,221.2193,71.9856,rebalance
2019-06-03,QQQ,SELL,85.3055,173.44529972839354,rebalance
2019-06-03,XLU,SELL,554.1776,58.428310626983645,rebalance
2019-07-01,QQQ,SELL,160.9501,190.28194332275393,rebalance
2019-07-01,XLK,SELL,371.7988,79.81403583068848,rebalance
2019-07-01,XLP,SELL,92.6008,58.358324932098384,rebalance
2019-07-01,XLRE,SELL,380.1846,36.94261076278687,rebalance
2019-07-01,XLU,BUY,538.3147,59.681932168579095,rebalance
2019-07-01,XLV,BUY,499.898,93.38867674713134,rebalance
2019-08-01,XLK,BUY,428.1519,80.92618566284179,rebalance
2019-08-01,QQQ,SELL,3.0802,191.39170667724608,rebalance
2019-08-01,XLP,SELL,158.3309,59.58807847442627,rebalance
2019-08-01,XLV,SELL,34.1049,91.13177152557373,rebalance
2019-08-01,XLRE,BUY,72.506,37.52750445785523,rebalance
2019-09-03,XLK,BUY,1.0504,78.88577674713136,rebalance
2019-09-03,XLRE,BUY,347.7695,39.15783152618408,rebalance
2019-09-03,QQQ,BUY,146.6348,186.25724522094725,rebalance
2019-09-03,XLP,BUY,91.4389,60.472091084289545,rebalance
2019-09-03,XLK,SELL,125.5642,78.8542287460327,rebalance
2019-09-03,DIA,SELL,0.0001,262.0175933227539,rebalance
2019-09-03,XLV,SELL,468.5344,90.05198569488525,rebalance
2019-10-01,QQQ,SELL,146.1062,189.46210000000002,rebalance
2019-10-01,XLRE,SELL,367.9278,39.292139237213135,rebalance
2019-10-01,XLK,BUY,56.3611,80.90617738952636,rebalance
2019-10-01,XLP,BUY,151.4184,61.46229076309204,rebalance
2019-10-01,XLRE,BUY,0.3743,39.30785923690796,rebalance
2019-10-01,XLU,BUY,143.1559,64.53290064239502,rebalance
2019-11-01,QQQ,SELL,0.5317,197.89040667724612,rebalance
2019-11-01,XLK,SELL,74.73,83.93320694885253,rebalance
2019-11-01,XLP,SELL,77.5815,61.25774645767211,rebalance
2019-11-01,XLU,SELL,83.701,64.27714291534423,rebalance
2019-11-01,XLRE,BUY,273.4517,39.38787706832886,rebalance
2019-12-02,XLK,BUY,193.5171,88.21763694763183,rebalance
2019-12-02,XLRE,BUY,1.1361,38.557709236907954,rebalance
2019-12-02,XLU,BUY,0.2662,62.762550000000005,rebalance
2019-12-02,XLU,SELL,55.6996,62.737449999999995,rebalance
2019-12-02,XLRE,SELL,438.0962,38.54228923721314,rebalance
2019-12-02,XLP,SELL,738.0803,61.86762506790161,rebalance
2019-12-02,QQQ,BUY,240.1189,205.15102261047366,rebalance
2020-01-02,QQQ,SELL,46.1786,214.35711389770506,rebalance
2020-01-02,XLK,SELL,67.9174,92.48150000000001,rebalance
2020-01-02,VOO,BUY,157.1578,297.3494665466309,rebalance
2020-01-02,XLRE,BUY,50.2234,38.797758915710446,rebalance
2020-02-03,QQQ,SELL,15.5684,220.0959713897705,rebalance
2020-02-03,XLK,SELL,103.9283,95.42091444091798,rebalance
2020-02-03,XLRE,SELL,766.3574,39.382121389770504,rebalance
2020-02-03,XLU,SELL,543.2776,69.07617833862304,rebalance
2020-02-03,VOO,BUY,0.4754,297.17941911621097,rebalance
2020-02-03,XLF,BUY,1261.1566,30.176034076309207,rebalance
2020-03-02,XLP,BUY,837.0694,58.121622610473636,rebalance
2020-03-02,XLK,BUY,16.3628,89.97799108428956,rebalance
2020-03-02,XLRE,SELL,3.1103,36.96260722045898,rebalance
2020-03-02,VOO,SELL,13.3493,273.9452,rebalance
2020-03-02,QQQ,SELL,17.0193,208.83822888183596,rebalance
2020-03-02,XLF,SELL,1258.7896,26.63467138977051,rebalance
2020-04-01,VOO,SELL,149.918,227.87441416931154,rebalance
2020-04-01,XLF,SELL,2.499,19.71605531349182,rebalance
2020-04-01,XLP,SELL,49.7538,52.979403678131106,rebalance
2020-04-01,QQQ,BUY,42.9378,184.80695827331544,rebalance
2020-04-01,XLK,BUY,82.5226,77.60551433715821,rebalance
2020-04-01,XLP,BUY,1.3892,53.00059967880249,rebalance
2020-04-01,XLRE,BUY,1116.0469,29.60592038154602,rebalance
2020-05-01,XLP,BUY,81.2556,57.95158662643432,rebalance
2020-05-01,XLK,BUY,1.1153,89.41788152618409,rebalance
2020-05-01,QQQ,BUY,0.5082,214.54289999999997,rebalance
2020-05-01,XLU,BUY,513.7405,56.601318152618404,rebalance
2020-05-01,XLK,SELL,49.6201,89.38212152557372,rebalance
2020-05-01,QQQ,SELL,24.7307,214.45710000000003,rebalance
2020-05-01,XLRE,SELL,1144.0564,33.08338215255738,rebalance
2020-06-01,XLK,BUY,18.7112,97.52950413665772,rebalance
2020-06-01,QQQ,BUY,0.0163,232.50649871520994,rebalance
2020-06-01,XLU,BUY,0.0033,59.681932168579095,rebalance
2020-06-01,XLP,SELL,26.3188,59.2481463218689,rebalance
2020-06-01,QQQ,SELL,4.2286,232.41351471252443,rebalance
2020-06-01,XLU,SELL,10.1292,59.65806416931153,rebalance
2020-07-01,XLK,SELL,5.6606,104.53908555908203,rebalance
2020-07-01,XLP,SELL,842.062,58.738249999999994,rebalance
2020-07-01,XLU,SELL,504.0343,56.46870354232789,rebalance
2020-07-01,QQQ,BUY,5.7436,247.68952738952635,rebalance
2020-07-01,VOO,BUY,140.7544,284.4268691162109,rebalance
2020-07-01,XLV,BUY,431.9786,100.56010891571046,rebalance
2020-08-03,VOO,BUY,42.0161,301.7103238952636,rebalance
2020-08-03,XLV,BUY,87.8474,106.21124044189452,rebalance
2020-08-03,XLU,SELL,0.4468,60.77784291534424,rebalance
2020-08-03,QQQ,SELL,57.1907,267.94640000000004,rebalance
2020-08-03,XLK,SELL,88.4021,111.90761430511475,rebalance
2020-08-03,XLP,SELL,1.5788,62.717453542327874,rebalance
2020-09-01,QQQ,SELL,18.4659,297.56047111816406,rebalance
2020-09-01,XLK,SELL,24.6102,124.63507166137694,rebalance
2020-09-01,XLP,SELL,0.0008,65.55688569488527,rebalance
2020-09-01,VOO,BUY,0.7807,321.8743595581054,rebalance
2020-09-01,XLV,BUY,16.6174,108.14162674713134,rebalance
2020-10-01,VOO,SELL,23.0771,310.09797166137696,rebalance
2020-10-01,XLV,SELL,2.8882,105.94880722045897,rebalance
2020-10-01,QQQ,BUY,17.0897,281.84636654663086,rebalance
2020-10-01,XLK,BUY,17.4609,118.3436636947632,rebalance
2020-11-02,QQQ,BUY,16.2402,271.90437610473634,rebalance
2020-11-02,XLK,BUY,52.2445,111.73234108428954,rebalance
2020-11-02,VOO,SELL,0.3068,303.309321118164,rebalance
2020-11-02,XLV,SELL,42.0785,103.13937166137694,rebalance
2020-12-01,QQQ,SELL,3.0512,301.90960722045895,rebalance
2020-12-01,XLV,SELL,486.7748,110.77784305114747,rebalance
2020-12-01,VOO,BUY,17.5524,335.9871974304199,rebalance
2020-12-01,XLB,BUY,493.3056,72.21443694763184,rebalance
2020-12-01,XLK,BUY,6.3773,124.5249,rebalance
2021-01-04,VOO,SELL,1.4339,344.95098501586915,rebalance
2021-01-04,XLK,SELL,11.2588,130.6538566772461,rebalance
2021-01-04,XLV,SELL,4.6837,113.85722125396728,rebalance
2021-01-04,QQQ,BUY,13.3607,315.17300734863284,rebalance
2021-01-04,XLB,BUY,4.8097,73.04460477905275,rebalance
2021-02-01,XLB,BUY,115.1102,71.38427674713134,rebalance
2021-02-01,QQQ,BUY,7.9742,318.1736073486328,rebalance
2021-02-01,XLK,BUY,68.6066,130.48609871520995,rebalance
2021-02-01,XLV,SELL,0.018,115.946807220459,rebalance
2021-02-01,VOO,SELL,174.5159,343.56127888183596,rebalance
2021-02-01,IWM,BUY,221.1399,208.21163216857911,rebalance
2021-03-01,XLB,BUY,213.4701,74.53490064239503,rebalance
2021-03-01,XLV,SELL,0.0001,113.50729277954102,rebalance
2021-03-01,XLK,SELL,37.7084,132.88342166137693,rebalance
2021-03-01,IWM,SELL,29.135,223.43529972839355,rebalance
2021-03-01,QQQ,SELL,0.3703,319.2061350158691,rebalance
2021-03-01,VOO,SELL,1.7451,354.47907779541015,rebalance
2021-04-01,IWM,SELL,13.9976,222.35551389770507,rebalance
